,a1,a2,b0,b1
0,-1.2919127010793705,0.29191270107937056,0.07861155028351585,0.05238460001680051
1,-1.2828259839046692,0.222247869406654,0.07860460425052603,0.05238460001680051
2,-0.6049117512096672,0.1978867327501245,0.07860110908275418,0.05240783029894809
3,-0.5508474888262084,-0.24595541557462755,0.0785444561606417,0.05240950409503141
4,-0.4505565252099916,-0.2656170262979239,0.07854297410127381,0.052434873204023735
5,-0.40375835792243164,-0.18593844709336968,0.07854814669025353,0.05243017606281894
6,-0.39559266865390225,-0.2824977872138028,0.07852192082360936,0.052403047042462514
7,-0.41591795603174686,-0.2744587592100536,0.07850105639029145,0.05237557589098311
8,-0.43410936568133573,-0.2821786225569446,0.07849587654729631,0.0523693963191049
9,-0.128234526177128,-0.39418824798683505,0.07840609111094683,0.0523090107872157
10,0.17226998353745965,0.16446150250490488,0.07787576264987212,0.05211308266580139
11,0.4972444532559329,0.3910669821606836,0.0777215306327708,0.051697403886529526
12,0.749657601254729,0.5868877046936297,0.07761766103881611,0.051609801580215955
13,1.4117074829932486,0.8583216037752965,0.07733417660091364,0.0515203465532613
14,1.926176721041584,1.354630958570328,0.07703504236154454,0.05131905908660064
15,2.471433015115638,1.7966371900845577,0.0764176785558847,0.051048379757238256
16,2.8156345934958833,2.362212783379203,0.0755389324796334,0.05033812081140353
17,3.2842187838417507,2.737531066895443,0.07355942353982657,0.049135265038892165
18,3.38193265494139,3.3672013287138234,0.07100645459961573,0.04668393627898664
19,3.5735791971320077,3.620337852119281,0.0661376601405456,0.04319230610897391
20,3.8048096594170397,3.4046070186600836,0.05807251526273982,0.03778772126189735
21,3.549381738423759,3.149892348788262,0.04633071651087359,0.030134095652975975
22,2.774380228868809,2.6593473035307174,0.030119913749995918,0.020877386587536573
23,1.7971631104048928,1.7450629876911152,0.011027065024965803,0.014543669321743787
24,1.6999402028731425,1.8463912206895179,0.013681612384373881,0.009744917204038629
25,0.34578309976232013,2.6670465868205753,0.0036074940787945743,0.012522184347652668
26,0.26695733274691713,1.2166320800684804,0.0011912570084233387,0.0005338374932679375
27,0.5366855084574997,0.7318203048664567,-4.846785913579393e-05,0.001257296910715483
28,0.5943219000867808,0.5001151117222038,5.397327321088585e-06,1.8729105130181785e-05
29,0.6021769675153206,0.48620874782204104,-1.4215989385251005e-07,2.202510657720803e-05
30,0.7577085326945325,0.28630814625580303,-3.029132491514219e-07,5.10628458535487e-07
31,0.8398268273825649,0.1848128465142852,5.4138037416242214e-09,-1.9971061854763872e-07
32,0.8695885522023715,0.14868870576056428,-2.285217673594577e-09,-6.083082596420828e-09
33,0.8962708190950047,0.11647003116187687,4.974354744661522e-11,-2.321136079633935e-09
34,0.9190749339612826,0.08954934667317285,2.132903888612617e-11,-6.623067306813074e-11
35,0.9486324146635953,0.05566297768828842,-6.294132512401159e-13,1.3725001255374957e-11
36,0.9578428184547509,0.04520204081921187,9.959984224611649e-14,3.9912934914953854e-13
37,0.9646540781308689,0.03744315684072631,-1.165905158518603e-15,6.702030292185736e-14
38,0.9672303602966976,0.03447153665724207,-2.4009765468076863e-16,1.2822173056750877e-15
39,0.9687546683681796,0.0326926637420195,9.136916361258526e-18,-3.603596277676511e-16
40,0.9711651495869212,0.02999787766859269,-1.3534338310541616e-18,-3.519926008556123e-18
41,0.9741810930730168,0.02667603608590375,7.427258972087781e-21,-1.3418816192393772e-18
42,0.9769174545875191,0.023692927100072737,2.9056982373336625e-21,-8.453346286954712e-21
43,0.9798232136564332,0.020571054783054883,-3.103877972652214e-23,2.3010697703395495e-21
44,0.9814821960826516,0.018791780579489204,9.224412959156565e-24,2.5121238203348208e-23
45,0.9830222837864302,0.017149129843621352,-4.0356949394339855e-26,7.96323614304422e-24
46,0.9841368322545112,0.015964008617204414,-9.520886859329199e-27,3.1839670598850905e-26
47,0.9844917773855915,0.015576443441285108,5.259364915782491e-29,-8.283170676238281e-27
48,0.9847415574786974,0.015303095260008661,-3.3208225182100973e-29,-9.35429869962054e-29
49,0.9854937330746385,0.014512283255660023,2.750844958088476e-31,-3.540895281150622e-29
50,0.986311123316992,0.01366235953534582,1.0978185590252568e-31,-2.7862472188354404e-31
51,0.9873987773569464,0.012545338772880645,-2.824593007277294e-33,1.0462729461664892e-31
